,Article Date,Atricle Category,Article Title,Article Link,Article content
67,11/4/2015 6:13:11 PM,Egypt-Politics,"Egyptian government allocates LE10,000 to families of flood victims","https://english.ahram.org.eg/NewsContent/1/64/162685/Egypt/Politics-/Egyptian-government-allocates-LE,-to-families-of-f.aspx"," Related Death toll rises to 12 as rain storms in Egypt cause havoc - VIDEOEgypt's Ministry of Social Solidarity will pay LE10,000 to the families of victims who died in accidents caused by the heavy flooding in Beheira governorate, announced minister Ghada Waly on Wednesday.The ministry is also providing aid in the form of 400 blankets, 250 prepared meals and 150 dry meals to villages in Wadi El-Natroun city in Beheira to support families displaced by the flooding, according to ministry official Kamal Sherif.Sherif added that daily allowances will be offered to the displaced families to cover their living expenses until they are able to return to their homes.Heavy rain in Wadi El-Natroun has left at least 11 people dead with many homes flooded and traffic disrupted.Egypt's Prime Minister Sherif Ismail visited on Wednesday Wadi El-Natroun to check on rescue and aid efforts in the city following heavy overnight rains that caused flash floods.Rain and thunderstorms have also hit other governorates across the country including Alexandria and North Sinai, causing floods and disrupting daily life.Search Keywords: Egypt  Beheira  Flooding  Ghada Waly Short link:  "
68,10/26/2015 9:40:10 AM,Egypt-Politics,"One fisherman saved, two missing in Egypt’s Lake Burullus after storm sinks boat","https://english.ahram.org.eg/NewsContent/1/64/161862/Egypt/Politics-/One-fisherman-saved,-two-missing-in-Egypt%E2%80%99s-Lake-B.aspx","Police and fishermen rescued a man from Nile Delta's Lake Burullus in Kafr El-Sheikh governorate after his fishing boat sank during Sunday’s storms, MENA reported.Two other fishermen who were on the same boat are still missing. The three fishermen are from Matariya city in Daqahliya governorate.The search for the missing fishermen, Mohamed Elsayed Eldomiaty and Ahmed Ismail Elguindy, is ongoing.The fisherman who was found, Gamal Daoud Elsharkassy, clung to driftwood until he was rescued from the water.Egypt witnessed rainstorms in several governorates Sunday, including Alexandria, where accidents led to at least five deaths. The unstable weather is expected to continue until Tuesday.Search Keywords: fisherman  Burullus  sank  Egypt  Daqahliya  Kafr El-Sheikj Short link:  "
69,10/25/2015 10:25:06 PM,Egypt-Politics,Five dead as Egypt's Alexandria drowns in Sunday’s flash floods ,https://english.ahram.org.eg/NewsContent/1/64/161807/Egypt/Politics-/Five-dead-as-Egypts-Alexandria-drowns-in-Sunday%E2%80%99s-.aspx," Related PHOTO GALLERY: Egypt's Alexandria drenched and paralysed by heavy rainsMore rainy weather to trouble Egypt on MondayLow temperatures, wind, rain to dominate Egypt's Sunday weatherFive people were killed in accidents in Alexandria caused by rain storms that struck the coastal governorate on Sunday, the health ministry said. The city of Alexandria, the second largest in Egypt, was flooded due to heavy rain that hit the city Sunday morning.Heavy rains paralysed traffic and electricity, causing power outages in many districts across the city, Al-Ahram Arabic news website reported.Pictures of cars, taxis, microbuses, and even people partly submerged in water in Alexandria went viral on social media, with many residents expressing anger at the authorities, including Governor Hani El-Mesery, for not preparing for the rainy season in advance. Many pictures showed taxi and microbus drivers struggling to salvage their vehicles out of the drowning streets.A video, which was posted on Facebook under the title ""The Human Ferry"",  showed a man helping other residents cross from one sidewalk to the other amid flooded streets. Rainy season starts in Egypt in October and ends by late April. Weather is typically mild across the country, with rain in some areas, and heavy downpours along coastal areas. Heavy rains have also hit other governorates in Egypt on Sunday, causing havoc in governorates such as Suez on the Red Sea, and Beheira in the north Nile Delta.On Sunday afternoon, as Alexadria toiled to deal with paralysing floods, Egyptian President Abdel-Fattah El-Sisi ordered prime minister Sherif Ismail to immediately attend to the problems of the city.El-Sisi instructed the cabinet to provide all care needed to the homes and families who have been harmed by the heavy rains. He has also ordered compensation for the families of the deceased in weather-related accidents across the country.Meanwhile, Alexandria's governor Hani El-Mesery issued a statement describing the situation in the city on Sunday as an ""ecological disaster.”He explained that the problem will not be solved before repairing and modernisig the city's drainage system, a project which would cost an estimated LE75 million ($9.7 million) and couldn't be completed before the Fall of 2016. The governor had argued in early October that the city has not undergone any infrastucture development projects for 15 years.However, many critics charge that the current administration has not started to pay enough attention to decades' old problems, and failed to prepare for the rainy season. On Sunday morning,  El-Mesery asked for the help of the civil defence forces (Egypt's rescue and firefighting workers)  in the neighbouring governorate of Beheira. However, the Beheira authorities told El-Mesery they could not help because their own governorate was also facing similar harsh weather conditions. Alexandria witnesses flash floods on almost on a yearly basis. Last year, floods wreaked havoc on the city for several days.Search Keywords:Egypt  Alexandira  Beheira  Weather  Rains  Short link:  "
70,9/27/2015 12:31:13 PM,Egypt-Politics,Six killed in road accident in Egypt's Sharqia,https://english.ahram.org.eg/NewsContent/1/64/144456/Egypt/Politics-/Six-killed-in-road-accident-in-Egypts-Sharqia.aspx," Related Four killed, 19 injured in road accident in Upper EgyptThree Egyptian conscripts dead, 37 injured in Suez road accidentFour die in road accident in Egypt's BeheiraSix people were killed and five others injured in a road accident Saturday night in Sharqia governorate, reported Al-Ahram Arabic website.According to Sharqia security directorate, a microbus transferring a group of people to a wedding flipped over due to extreme speed on the Zagzig-Hihya road. The injured were transferred to Zagzig University Hospital. Egypt has one of the highest rates of road accidents in the Middle East. Thousands die and tens of thousands are injured every year in car crashes in Egypt, notorious for its poor road safety record and loosely enforced traffic regulations.In its latest report in April, the country's census authority said that over 14,400 road accidents occurred in Egypt in 2014, killing more than 6,200 people and injuring some 25,154 others. Search Keywords: Egypt  road accidents  minibus  Sharqia Short link:  "
71,9/21/2015 12:51:23 PM,Egypt-Politics,"Three Egyptian conscripts dead, 37 injured in Suez road accident","https://english.ahram.org.eg/NewsContent/1/64/142021/Egypt/Politics-/Three-Egyptian-conscripts-dead,--injured-in-Suez-r.aspx","Three conscripts died and 37 others were injured when a military transport vehicle overturned on the Cairo-Suez road in the governorate of Suez on Sunday, Al-Ahram Arabic news website reported.In April six people died and seven injured in a road accident on the Suez-Ain Sokhna road, also in Suez governorate.The lack of both road maintenance and the enforcement of traffic laws leads to frequently occurring road accidents in Egypt.In 2014 some 14,403 road accidents in Egypt led to the death of 6,226 people and the injury of 24,154, according to Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS).This means that in 2014 an average of 39 accidents happened per day, killing 17 people and injuring 66.In 2013 the daily average was 42 accidents. Search Keywords:traffic  accidents  Short link:  "
72,9/8/2015 11:00:00 AM,Egypt-Politics,Two members of the same family die in car crash in Egypt’s Beheira,https://english.ahram.org.eg/NewsContent/1/64/139939/Egypt/Politics-/Two-members-of-the-same-family-die-in-car-crash-in.aspx," Related Four members of same family die in car crash in Egypt's BeheiraA mother and daughter were killed and five others were injured in a collision in Egypt's Beheira governorate on Tuesday, Al-Ahram Arabic news website reported.Both casualties and those injured were transported to Wadi Al-Natroun Hospital.According to initial investigations, the incident took place on the desert road after the shared taxi, carrying the mother and daughter, collided with a car being driven by a 20-year-old student.Those killed and injured were passengers in the first car.Beheira witnesses many road accidents, including one in August where four individuals from the same family were killed and one child was injured in a car crash.Traffic accidents in Egypt claim around 12,000 lives a year, according to the World Heath Organization.Crashes are often blamed on bad driving, poor infrastructure, and loosely enforced traffic regulations. Search Keywords:Car crash  accidents  traffic  Egypt  Beheira  Short link:  "
73,8/11/2015 9:18:01 PM,Egypt-Politics,"Road collision kills 8, wounds 6 south of Cairo","https://english.ahram.org.eg/NewsContent/1/64/137578/Egypt/Politics-/Road-collision-kills-,-wounds--south-of-Cairo.aspx","Eight people were killed and six wounded when two vehicles collided on a highway near Upper Egypt's Beni Suef province on Tuesday.The accident occurred when a bus rammed into a truck on a highway between Beni Suef and the southern Fayoum province, causing the truck to flip over, Ahram Arabic news website reported.Most of those injured were reported to have been in a serious condition.Beni Suef is almost 100 km (62 miles) south of Cairo.Traffic accidents claim around 12,000 lives a year in Egypt, according to the World Health Organization.Crashes are often blamed on reckless driving, poor infrastructure, and loosely enforced traffic regulations. Search Keywords: Egypt  road  accident  crash  collission  traffic Short link:  "
74,8/5/2015 10:04:43 AM,Egypt-Politics,"Six killed, 37 wounded in road accident in Beni Suif ","https://english.ahram.org.eg/NewsContent/1/64/136997/Egypt/Politics-/Six-killed,--wounded-in-road-accident-in-Beni-Suif.aspx","Six people were killed and 37 wounded when a passenger bus flipped over on a highway near Egypt's Beni Suif, the latest in near daily road accidents that plague Egypt's streets and highways.The accident occurred in the early hours of Wednesday when a 52-seat public bus hit a camel crossing a road near Upper Egypt's Beni Suif governorate, 100 km (62 miles) south of Cairo, state news agency MENA said.The driver apparently lost control of the vehicle, causing it to overturn.Thirty-three ambulances were dispatched to the site of the crash and victims were rushed to nearby hospitals.Traffic accidents claim around 12,000 lives a year in Egypt, according to the World Health Organization. Crashes are often blamed on reckless driving, poor infrastructure, and loosely enforced traffic regulations.On Tuesday, seven people were killed in a road collision in Sharqiya, north of Cairo.Search Keywords: Egypt  traffic  road  crash  accident Short link:  "
75,7/21/2015 3:16:49 PM,Egypt-Politics,"Five killed, 13 injured in two Egypt road accidents","https://english.ahram.org.eg/NewsContent/1/64/135862/Egypt/Politics-/Five-killed,--injured-in-two-Egypt-road-accidents.aspx"," Five people were killed and 13 injured on Tuesday in two separate road crashes in Egypt, where traffic accidents claim the lives of thousands every year, state news agency MENA reported.One accident took place when a minibus flipped over on a highway near a village in the southern part of Giza governorate, killing four people and injuring 11others.A 25-year-old man was killed and two others injured in a separate accident when a motorbike collided with a rickshaw in the Upper Egyptian governorate of Beni Suef.Thousands die and tens of thousands are injured every year in car crashes in the country due to poor infrastructure and loosely enforced traffic regulations.‪In its latest report in April, the country's census authority said that over 14,400 road accidents occurred in Egypt in 2014, killing more than 6,200 people and injuring some 25,154 others.The World Health Organisation (WHO) says road traffic crashes cause nearly 12,000 deaths annually.On Monday, at least four people were killed and over 40 wounded in separate road crashes in Upper Egypt.Last month, 25 people were killed and over two dozens of others wounded in two separate road accidents, the worst in weeks at the time.Search Keywords: Egypt  traffic  road  accident  crash  death Short link:  "
76,7/20/2015 7:08:36 PM,Egypt-Politics,Several car accidents in Upper Egypt leave 4 dead and dozens injured,https://english.ahram.org.eg/NewsContent/1/64/135815/Egypt/Politics-/Several-car-accidents-in-Upper-Egypt-leave--dead-a.aspx,"Several car accidents took place in Upper Egypt on Monday leaving at least four people dead and 43 others injured, reported state-owned MENA news agency.In Qena governorate, two people were killed and 15 others injured after a car flipped over at the Western desert highway. Those injured were transferred to Nag Hammadi General Hospital for treatment.In Sohag governorate, at least two people were killed and 12 others injured when a microbus and a tractor collided on the agricultural highway earlier Monday. In Fayoum governorate, 16 people were injured in a car accident after their bus flipped over on the Cairo-Assuit western highway. Those injured were transferred to Fayoum General Hospital. Hundreds of thousands of travellers use Egypt’s highways to return from the Eid Al-Fitr holiday, which officially ends on Monday, after visiting their families outside of Cairo in the Nile Delta or in Upper Egypt, during the Eid. Thousands die and tens of thousands are injured every year in car crashes across Egypt, a country notorious for its poor road safety record and loosely enforced traffic regulations.‪In its latest report in April, the country's census authority said that over 14,400 road accidents occurred in Egypt in 2014, killing more than 6,200 people and injuring 25,154 others. Search Keywords: Egypt  Upper Egypt  Car accidents Short link:  "
77,7/14/2015 10:38:33 AM,Egypt-Politics,"Egypt: Three dead, 25 injured in crash between tourist bus and security vehicle","https://english.ahram.org.eg/NewsContent/1/64/135334/Egypt/Politics-/Egypt-Three-dead,--injured-in-crash-between-touris.aspx","Three people were killed and 25 injured early Tuesday when a tourist bus collided with a security truck on the eastern road between Cairo and Aswan, Al-Ahram Arabic news website reported.All the injured people on the bus are Egyptian. Some have minor injuries, while others are infants who have been badly injured.Head of the security directorate in Qena has received a notice that a conscript was among the three who died in the accident.The cause of the accident is yet to be investigated.On Saturday, six people were killed on Cairo-Ismailia road in a high-speed collision between two vehicles.In April, Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS) announced that a total of 14,403 road accidents led to the death of 6,226 and the injury of 24,154 others in 2014.According to the World Health Organisation (WHO), road accidents in Egypt are considered one of the main causes of death in the country with 12,000 people killed per year. Search Keywords:Egypt  Bus  Collision  Crash  Road  Accidents Short link:  "
78,7/11/2015 4:55:06 PM,Egypt-Politics,"High speed collision leaves 6 dead, 6 injured on Egypt's Cairo-Ismailia highway ","https://english.ahram.org.eg/NewsContent/1/64/135121/Egypt/Politics-/High-speed-collision-leaves--dead,--injured-on-Egy.aspx","Six people were killed and six others injured in a collision between two vehicles on Egypt’s Cairo-Ismailia highway, the state news agency MENA reported.Security director Meligi Fattouh said a microbus smashed into a truck on the highway resulting in the deaths and injuries.Fattouh added that the reason behind the accident was excessive speed.The injured and dead were transported to the Health Insurance Hospital in the nearby 10th of Ramadan City.The two vehicles were removed from the road to facilitate traffic.In April, Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS) announced that a total of 14,403 road accidents led to the death of 6,226 and the injury of 24,154 others in 2014.According to the World Health Organisation (WHO), road accidents in Egypt are considered one of the main causes of death in the country with 12,000 people killed per year.Search Keywords: Egypt  traffic accident  Cairo-Ismailia  highway Short link:  "
79,7/8/2015 9:37:44 PM,Egypt-Politics,"Two killed in bus accident in Egypt's Hurghada , 23 injured","https://english.ahram.org.eg/NewsContent/1/64/134875/Egypt/Politics-/Two-killed-in-bus-accident-in-Egypts-Hurghada-,--i.aspx","At least two children were killed and 23 people were injured in a bus accident Wednesday afternoon in Hurghada, State-owned MENA reported.According to MENA, the bus overturned at the entrance of the city of Hurghada in the Red Sea governorate.A seven-year old boy and a two-year old girl were killed in the accident while the rest of the passengers were injured, and were transferred to Hurghada General Hospital for treatment. The bus was on its way from Hurghada to Ismailia on the Suez Canal.According to figures by Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS), there were a total of 14,403 road accidents in the country during 2014 leading to the death of 6,226 people and the injury of 24,154 others. Search Keywords:Egypt  Hurghada   Bus  Accidents  Road accidents  Short link:  "
80,6/24/2015 11:51:35 AM,Egypt-Politics,"Road crashes in northwest Egypt kill 9, injure 33","https://english.ahram.org.eg/NewsContent/1/64/133567/Egypt/Politics-/Road-crashes-in-northwest-Egypt-kill-,-injure-.aspx","Nine people were killed and 33 others wounded in two separate road crashes in Egypt, where thousands die in traffic accidents every year, officials said.One of the accidents occurred when a truck overturned on a highway linking the Mediterranean city of Marsa Matrouh to the northwestern Siwa Oasis, killing five people and injuring 22 others, security officials in Matrouh said.The driver of the truck, which was transporting workers, apparently lost control of the wheel before the vehicle flipped over, officials said.Also late on Tuesday, four people were killed and 11 wounded when their car overturned on a motorway 170 kilometres from Matrouh, Al-Anany Hamouda, a local security director, told state news agency MENA.Thousands die and tens of thousands are injured every year in car crashes in the country as it continues to suffer a poor road safety record and loosely enforced traffic regulations.‪In its latest report in April, the country's census authority said that over 14,400 road accidents occurred in Egypt in 2014, killing more than 6,200 people and injuring some 25,154 others.The government, meanwhile, embarked last year on a project  to set up 15 new roads countrywide – spanning a  distance of at least 1,200km . The construction of the new roads are planned to be completed by July 2015 as part of a national transportation development plan.On 14 June, 25 people were killed and over two dozens of others wounded in two separate road accidents, the worst in weeks at the time.Search Keywords: Egypt  accident  road  crash  traffic  death  car Short link:  "
81,6/23/2015 10:06:20 AM,Egypt-Politics,"Road accident kills three, injures one in Egypt's Menoufiya","https://english.ahram.org.eg/NewsContent/1/64/133464/Egypt/Politics-/Road-accident-kills-three,-injures-one-in-Egypts-M.aspx","Three people died and one was injured in the early hours of Tuesday when two cars collided on Menoufiya governorate's Menouf-Sers Al-Layan Road, state news agency MENA reported.The dead are a 16-year-old, a 22-year-old, and a 35-year-old.A 14-year old boy was hospitalised after sustaining multiple fractures.In mid-June, twenty-two people were killed and 19 others wounded in two separate road crashes outside Cairo.Thousands die and tens of thousands are injured every year in car crashes in Egypt, notorious for its poor road safety record and loosely enforced traffic regulations.‪In its latest report in April, the country's census authority said that over 14,400 road accidents occurred in Egypt in 2014, killing more than 6,200 people and injuring some 25,154 others.‪Egypt's cabinet, however, has been working for the past year on 15 new road projects across Egypt – at least 1,200km – aiming to complete them before July 2015 as part of a national transportation development plan.Search Keywords:Egypt  Menoufiya  road accidents Short link:  "
82,6/14/2015 3:03:00 PM,Egypt-Politics,"UPDATED: 22 killed, 19 wounded in Egypt road crashes","https://english.ahram.org.eg/NewsContent/1/64/132733/Egypt/Politics-/UPDATED--killed,--wounded-in-Egypt-road-crashes.aspx","‪Twenty-two people were killed and 19 others wounded in two separate road crashes outside Cairo on Sunday, the worst traffic accidents in weeks, security and health officials said.One of the accidents occurred when a microbus traveling on a highway linking the capital Cairo to the Mediterranean city of Alexandria collided with a truck carrying construction materials, killing ten people and injuring eight others, a senior provincial security official told state news agency MENA.The accident took place near Wadi Al-Natroun province, about 125 kilometres (77 miles) from Cairo.Also on Sunday,12 people were killed and 24 injured when a bus overturned on a motorway in the Red Sea resort town of Hurghada (approximately 500 kilometers southeast of Cairo), medics and security officials said.The bus was carrying hotel employees who were heading home for a vacation to join their families during the Islamic holy month of Ramadan.Photos of the accident showed the mangled bus stained with blood as it was winched, with shattered windows and victims' belongings strewn around.One body was found under the flipped bus as it was lifted, an Al-Ahram Arabic reporter said.Thousands die and tens of thousands are injured every year in car crashes in Egypt, notorious for its poor road safety record and loosely enforced traffic regulations.‪In its latest report in April, the country's census authority said that over 14,400 road accidents occurred in Egypt in 2014, killing more than 6,200 people and injuring some 25,154 others.‪Late in May, sixteen people, all but three of them policemen, were killed in a collision in Beni Suef, south of Cairo.Search Keywords: Egypt  accident  road  crash  Hurghada Short link:  "
83,5/17/2015 10:21:28 PM,Egypt-Politics,Four killed including a child in road accident in southwest Egypt,https://english.ahram.org.eg/NewsContent/1/64/130525/Egypt/Politics-/Four-killed-including-a-child-in-road-accident-in-.aspx,"Four people, including a child, were killed on Sunday when a microbus collided with a car on a highway in Egypt's southwest, Al-Ahram Arabic news website reported.Another five people were injured and referred to a nearby hospital.The highway links the southern city of Assiut to the western oasis of Kharga.  Road accidents are commonplace in Egypt due to ill-maintained roads as well as a disregard for traffic laws.Over 6,000 were killed and 24,000 injured in road accidents in 2014, Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS) recorded in their latest report. Search Keywords:Egypt  Road Accident  Traffic Short link:  "
84,5/7/2015 9:30:43 PM,Egypt-Politics,"Microbus falls off Cairo's Ring Road, killing one passenger ","https://english.ahram.org.eg/NewsContent/1/64/129696/Egypt/Politics-/Microbus-falls-off-Cairos-Ring-Road,-killing-one-p.aspx","A passenger was killed when a microbus fell off the Cairo Ring Road into the Maryotiya branch of the Nile in Giza governorate Thursday evening, Egypt's ministry of health announced.According to Hossam Abdel Ghafar, the ministry of health spokesperson, only one passenger was killed while another passenger was injured.There were only two passengers in the vehicle in addition to the driver, according to Abdel Ghafar.Greater Cairo's ring road connects the governorates of Cairo, Giza and Qalyubia.Search Keywords: Egypt  Giza  Road accidents  Microbus Short link:  "
85,5/4/2015 4:12:37 PM,Egypt-Politics,Four dead in Upper Egypt road crash,https://english.ahram.org.eg/NewsContent/1/64/129349/Egypt/Politics-/Four-dead-in-Upper-Egypt-road-crash.aspx,"Four people died and seven others were injured on Monday when a bus collided with a trailer in Minya, Upper Egypt.Preliminary police investigations at the scene of the accident, on the Eastern Desert Road, show the accident occurred when the truck driver lost control of the wheel due to excessive speed.The injured suffered bone fractures and concussions.According to figures by Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS), in 2014 a total of 14,403 road accidents in the country led to the death of 6,226 people and the injury of 24,154 others. Search Keywords: Egypt  Minya  road accident Short link:  "
86,4/23/2015 9:06:02 PM,Egypt-Politics,"CAPMAS: 14,403 road accidents in Egypt in 2014","https://english.ahram.org.eg/NewsContent/1/64/128480/Egypt/Politics-/CAPMAS-,-road-accidents-in-Egypt-in-.aspx","A total of 14,403 road accidents in Egypt led to the death of 6226 people and the injury of 24,154 others in 2014, Egypt's Central Agency for Public Mobilisation and Statistics (CAPMAS) announced on Thursday.The number is lower than accidents in 2013, which were declared by CAPMAS to be 15,578.In a statement issued earlier this week, CAPMAS revealed that 21,188 cars were destroyed in road accidents in Egypt in 2014.It also added that train accidents in Egypt reached 100 in 2014, compared to 52 in 2013. Nevertheless, according to the statements from Egypt State Railways, only six people were injured and one person was killed in the accidents in 2014. According to the World Health Organization (WHO), road accidents in Egypt are considered one of the main causes of death in the country with 12,000 people killed per year. Search Keywords: Road accidents  Egypt   Train accidents  Short link:  "
87,3/30/2015 9:51:39 AM,Egypt-Politics,"16 dead, 7 injured in Egypt road accident","https://english.ahram.org.eg/NewsContent/1/64/126449/Egypt/Politics-/-dead,--injured-in-Egypt-road-accident.aspx","Sixteen people died and seven others were injured late on Sunday when three cars collided in Upper Egypt.Two trucks and a microbus collided in Sohag en route to the Red Sea governorate.The injured were transported to Sohag University Hospital, a Sohag governorate statement read.Road accidents, which official statistics say claim 18 lives a day, are commonplace in Egypt due to ill-maintained roads as well as disregard for traffic laws.Last week, 12 were killed when their work bus slipped into Mariotiya river canal in Giza's Haram district.Search Keywords: Egypt  Sohag  Red Sea  road accidents Short link:  "
88,3/20/2015 12:33:06 PM,Egypt-Politics,Four killed in Cairo road crash,https://english.ahram.org.eg/NewsContent/1/64/125687/Egypt/Politics-/Four-killed-in-Cairo-road-crash.aspx,"Four people were killed and three were injured in a traffic accident in Cairo's Maadi district on Friday.Ambulances are at the scene and police are investigating the incident.Hundreds die and thousands are injured every year in car crashes in Egypt, notorious for its poor road safety record and loosely enforced traffic regulations.A recent government report said that 100,000 car accidents took place in Egypt from 2008 to 2012, with 33,000 killed and another 150,000 injured.Search Keywords:Egypt  Cairo  Maadi  car  crash  road  accident Short link:  "
89,3/7/2015 1:40:10 PM,Egypt-Politics,"Two killed in Egypt bus collision, 22 injured","https://english.ahram.org.eg/NewsContent/1/64/124658/Egypt/Politics-/Two-killed-in-Egypt-bus-collision,--injured.aspx","Two workers were killed and 22 others injured on Saturday when a bus driving them to a factory in 10th of Ramadan City in the outskirts of Cairo collided into another bus.Those hurt with injuries of fractions, bruises and wounds, were transferred to a nearby hospital, Al-Ahram Arabic news website reported.The road accident comes a day after seven people, including four children, were killed in a collision between a train and a school bus. Some 24 others were injured.Friday's crash occurred on a motorway connecting the capital Cairo and the coastal city of Ismailia.Accidents at railway crossings and on high roads are regular occurences in Egypt due to ill-maintained roads and careless driving.A deadly collision in Assiut in 2012 killed 51 people, mostly children, when a train hit a school bus, while in 2013, 30 people died when a minibus collided with a train just south of Cairo.Search Keywords:Egypt  Road Accidents  Bus  Train  Trasportation Short link:  "
90,3/4/2015 11:00:39 AM,Egypt-Politics,"Two women killed, others injured in road crash south of Cairo","https://english.ahram.org.eg/NewsContent/1/64/124432/Egypt/Politics-/Two-women-killed,-others-injured-in-road-crash-sou.aspx","Two women have been killed in a road crash in Egypt's southern governorate of Sohag, state news agency MENA reported, the latest in frequent traffic accidents plaguing the Arab world's most populous country.Four other members of the same family were wounded in the accident which took place early on Wednesday on a highway connecting the governorate with the Red Sea.The middle-aged women were transferred to a local hospital in Sohag and the injured to another hospital in the neighbouring Assiut governorate.Hundreds die and thousands are injured every year in road crashes in Egypt, notorious for its poor road safety record and loosely enforced traffic regulations.A recent government report said that 100,000 car accidents took place in Egypt from 2008 to 2012, with 33,000 killed and another 150,000 injured. Search Keywords: Egypt  crash  road  traffic  accident Short link:  "
91,1/22/2015 10:21:28 AM,Egypt-Politics,10 people killed in car accident in South Egypt ,https://english.ahram.org.eg/NewsContent/1/64/120942/Egypt/Politics-/-people-killed-in-car-accident-in-South-Egypt--.aspx,"Ten people were killed in a bus crash south of Cairo late Wednesday, the latest in near daily traffic accidents plaguing the world’s most populous Arab country.Fifteen others were wounded in the accident that occurred in Upper Egypt’s Sohag governorate when a microbus collided with a private car, state news agency MENA reported.The injured were ferried to four local hospitals where a state of emergency had been announced, MENA added.Hundreds die and thousands are injured every year in Egyptian crashes, often caused by poorly maintained roads and reckless driving.Egypt is notorious for its poor road safety record where traffic regulations are loosely enforced.A recent government report said that 100,000 car accidents took place in Egypt from 2008 to 2012, with 33,000 killed and another 150,000 injured.In November 2014, 11 female university students were killed in a collision in Sohag, sparking protests by fellow students in the province. Days later, 18 people were killed when a bus packed with high school students burst into flames after it collided with three other vehicles in Lower Egypt, prompting the government to introduce amendments to a traffic law that set harsher penalties for traffic violations.Search Keywords: Egypt  road accident  deaths  crash  traffic Short link:  "
92,12/28/2014 10:40:11 AM,Egypt-Politics,"Road accident kills five, injures 9 northwest of Cairo","https://english.ahram.org.eg/NewsContent/1/64/118968/Egypt/Politics-/Road-accident-kills-five,-injures--northwest-of-Ca.aspx","Five people were killed Sunday and nine others injured in a road crash on a highway northwest of Cairo, Al-Ahram Arabic news website reported.The accident is the latest in near daily crashes plaguing Egypt and that kill about 12,000 people every year, according to 2012 figures issued by the World Health Organisation.The accident occurred on the Cairo-Alexandria desert road, near Al-Beheira governorate, when a driver lost control of his car, which then overturned. On Friday, eight people were killed and another 31 injured in a traffic accident involving multiple vehicles near the Suez Canal city of Ismailia.Egypt is notorious for its poor road safety record where roadways are poorly maintained and traffic regulations loosely enforced.A recent government report said that 100,000 car accidents took place in Egypt from 2008 to 2012, with 33,000 killed and another 150,000 injured.In November, 18 people were killed when a bus packed with high school students burst into flames after it collided with three other vehicles in Lower Egypt, prompting the government to introduce amendments to a traffic law that set harsher penalties for traffic violations.Search Keywords: Egypt  road accident  crash  death  traffic Short link:  "
93,12/26/2014 9:01:09 PM,Egypt-Politics,Two killed and two injured in a road accident in El-Minya,https://english.ahram.org.eg/NewsContent/1/64/118897/Egypt/Politics-/Two-killed-and-two-injured-in-a-road-accident-in-E.aspx,"Two men were killed and another two injured in a road accident where a bus and a car crashed Friday afternoon in El-Minya governorate, reported Al-Ahram's Arabic news website.According to Al-Minya security directorate an empty bus en route from Sohag to Cairo collided with a car on the eastern desert highway in El-Minya governorate.Four people were in the car, two were killed and two injured.Earlier in the day, at least eight people died and over thirty were injured when multiple vehicles collided near the Suez Canal city of Ismailia.Road accidents claim the lives of about 12,000 people in Egypt every year, according to 2012 figures issued by the World Health Organisation.A recent government report said that 100,000 car accidents took place in Egypt from 2008 to 2012, with 33,000 killed and another 150,000 injured. Search Keywords: Egypt  Road accidents   Al-Minya  Short link:  "
94,12/25/2014 6:41:55 PM,Egypt-Politics,Two bus drivers given 10-year prison sentence over Sharm El-Sheikh deadly crash,https://english.ahram.org.eg/NewsContent/1/64/118829/Egypt/Politics-/Two-bus-drivers-given-year-prison-sentence-over-Sh.aspx,"A South Sinai misdemeanor court sentenced Thursday two bus drivers to ten years in jail and handed them a LE100,000 fine each for their responsibility of the death of 44 passengers in a bus crash in Sharm El-Sheikh last August. Defendants Mostafa Ahmed and Hossam Lotfi are the drivers of the two buses which collided on 22 August en route to the Sharm Sheikh Red Sea resort.According to the World Health Organisation (WHO), road accidents are considered one of the primary causes of death in Egypt.An average of 18 people died on a daily basis in road accidents in Egypt in 2013, according to a recent report from the Central Agency for Public Mobilisation and Statistics (CAPMAS), the country's statistical body.A total of 50,051 accidents took place in 2013, 0.04 percent higher than in 2012, according to the report, with the highest number of accidents occurring in December (5,105).Search Keywords: Egypt  Sinai   South Sinai  Road accidents  Short link:  "
